JOB,job_clf,salaire,POS,COOR
empi. S. I,industrie chimique,467.3530569773332,"Rue du Simplon 2 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.53286147718886, 6.646744669628637)"
insp. d’ass,assurances privées,404.0522526576301,"1, Avenue du Rond-Point, Lausanne, District de Lausanne, Vaud, 1006, Schweiz/Suisse/Svizzera/Svizra","(46.5152035, 6.6286373)"
emp.,"employés pour tous,célibataires",111.1519208054447,,
Vve,administration publique,440.1967408530476,"Promenade de la Solitude, Lausanne, District de Lausanne, Vaud, 1005, Schweiz/Suisse/Svizzera/Svizra","(46.5218971, 6.6385195)"
mécanic,réparations,345.78653768508855,"15, Chemin de Boston, Lausanne, District de Lausanne, Vaud, 1004, Schweiz/Suisse/Svizzera/Svizra","(46.5236061, 6.621461)"
fonct. postal,administration publique,440.1967408530476,"Chemin de Roseneck 5 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.5297018316349, 6.650711949277838)"
empi,"employés pour tous,célibataires",111.1519208054447,,
Vve,administration publique,440.1967408530476,"Chemin des Epinettes 3 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.52531824403306, 6.633655902385276)"
Vve,administration publique,440.1967408530476,"Chemin des Epinettes 3 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.53286627205161, 6.650662565866222)"
Vve,administration publique,440.1967408530476,"Chemin des Epinettes 3 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.52533400126615, 6.629918699238097)"
Vve,administration publique,440.1967408530476,"Chemin des Epinettes 3 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.52099924893777, 6.627578508531666)"
masseur,réparations,345.78653768508855,"28, Rue Beau-Séjour, Lausanne, District de Lausanne, Vaud, 1006, Schweiz/Suisse/Svizzera/Svizra","(46.5173846, 6.6372791)"
concierge,employées pour le ménage et la ferme,81.75459812137922,"Hôpital de la Mercerie, 24, Rue Mercerie, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5214242, 6.6355102)"
ménag,employées pour le ménage et la ferme,81.75459812137922,,
Vve,administration publique,440.1967408530476,"Rue des Deux-Marchés 15 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.53335368888644, 6.633611738197069)"
couturière,"vêtements, lingerie,chaussures,literies",399.9752517014458,,
jardin,"journaliers,entretien",5.847277687159012,,
blanchisseuse,employées pour le ménage et la ferme,81.75459812137922,"7, Rue du Maupas, Lausanne, District de Lausanne, Vaud, 1002, Schweiz/Suisse/Svizzera/Svizra","(46.5245791, 6.6259753)"
empi,"employés pour tous,célibataires",111.1519208054447,,
gouvernante,employées pour le ménage et la ferme,81.75459812137922,,
modiste,"vêtements, lingerie,chaussures,literies",399.9752517014458,"28, Rue du Petit-Chêne, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5186921, 6.630885)"
médec,"agences,locations,consultations",433.2349963440017,"14, Rue Beau-Séjour, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5175972, 6.636107)"
"Vve', 'blanchisseuse",employées pour le ménage et la ferme,81.75459812137922,,
serrur,industrie des métaux,404.9105686484057,"Rue Cité-Derrière, Lausanne, District de Lausanne, Vaud, 1014, Schweiz/Suisse/Svizzera/Svizra","(46.5236047, 6.6361671)"
institut,administration publique,440.1967408530476,,
charpentier,"construction,charpenterie",394.1816187637103,"3, Escaliers du Marché, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5219608, 6.6335314)"
serrurier,industrie des métaux,404.9105686484057,"Route des Plaines-du-Loup 1 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.51624635425732, 6.617201441867708)"
lithographe,arts graphiques,414.5666235446316,,
mén,employées pour le ménage et la ferme,81.75459812137922,"7, Rue Pré-du-Marché, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5235449, 6.6299998)"
encaisseur,"banques,établissements financiers",452.9762641318413,"57, Rue du Maupas, Lausanne, District de Lausanne, Vaud, 1004, Schweiz/Suisse/Svizzera/Svizra","(46.5256833, 6.624039)"
man,"employés pour tous,célibataires",111.1519208054447,,
employé,"employés pour tous,célibataires",111.1519208054447,"2, Chemin des Bégonias, Lausanne, District de Lausanne, Vaud, 1018, Schweiz/Suisse/Svizzera/Svizra","(46.5321949, 6.6309699)"
cout,industrie textile,405.9834636368753,"Avenue Louis-Ruchonnet 5 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.53122622372898, 6.617031012880719)"
journ,"journaliers,entretien",5.847277687159012,"2, Rue Mercerie, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5217754, 6.6334636)"
anc. cafetier,"hôtellerie,restauration",310.9983163179827,"31, Rue du Valentin, Lausanne, District de Lausanne, Vaud, 1002, Schweiz/Suisse/Svizzera/Svizra","(46.5252619, 6.6304708)"
boursier communal,administration publique,440.1967408530476,,
ménag,employées pour le ménage et la ferme,81.75459812137922,,
man,"employés pour tous,célibataires",111.1519208054447,"4, Rue de l'Ale, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5232994, 6.6296325)"
dent,industrie des métaux,404.9105686484057,"3, Place des Pionnières, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5209536, 6.6319884)"
commis,commerce de détail,384.7401428651783,,
manœuvre,"journaliers,entretien",5.847277687159012,"39, Avenue de France, Lausanne, District de Lausanne, Vaud, 1004, Schweiz/Suisse/Svizzera/Svizra","(46.5266404, 6.620014)"
vacher,vachers célibataires,138.618032510265,"7, Rue Mercerie, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5216917, 6.634589)"
Vve,administration publique,440.1967408530476,"Le Pied, 12, Rue de la Louve, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5215664, 6.6320519)"
g. d’office,administration publique,440.1967408530476,"3, Rue Pré-du-Marché, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5235258, 6.6304799)"
infirmière,employées pour le ménage et la ferme,81.75459812137922,"Hôpital de la Mercerie, 24, Rue Mercerie, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5214242, 6.6355102)"
ag. de police,administration publique,440.1967408530476,,
peint,arts graphiques,414.5666235446316,"Rituals, 14, Place de la Palud, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5229072, 6.6321758)"
Vve,administration publique,440.1967408530476,,
ménag,employées pour le ménage et la ferme,81.75459812137922,,
mén,employées pour le ménage et la ferme,81.75459812137922,"Passage des Jumelles, Lausanne, District de Lausanne, Vaud, 1001, Schweiz/Suisse/Svizzera/Svizra","(46.5222568, 6.6274612)"
manœuvre,"journaliers,entretien",5.847277687159012,,
primeurs,produits alimentaires,421.8623094662245,"15, Avenue Louis-Ruchonnet, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5182699, 6.6259803)"
ménag,employées pour le ménage et la ferme,81.75459812137922,"Place du 14-Juin, Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.5223443, 6.6307825)"
laiterie,produits alimentaires,421.8623094662245,,
"prof, de musique",arts graphiques,414.5666235446316,"28, Rue Beau-Séjour, Lausanne, District de Lausanne, Vaud, 1006, Schweiz/Suisse/Svizzera/Svizra","(46.5173846, 6.6372791)"
commis,commerce de détail,384.7401428651783,"Rue Pré-du-Marché, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5240301, 6.6298216)"
blanchisseuse,employées pour le ménage et la ferme,81.75459812137922,"Ruelle du Grand-Pont 4 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.55119486166208, 6.692638493802032)"
Vve,administration publique,440.1967408530476,"Rue Pré-du-Marché, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5240301, 6.6298216)"
ménag,employées pour le ménage et la ferme,81.75459812137922,,
blanchisseuse,employées pour le ménage et la ferme,81.75459812137922,"Chemin François-Louis-Renou, Lausanne, District de Lausanne, Vaud, 1014, Schweiz/Suisse/Svizzera/Svizra","(46.5233999, 6.6376565)"
caissière,commerce de détail,384.7401428651783,"17, Avenue Louis-Ruchonnet, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5184263, 6.6258721)"
voyageur,transports,394.39619776140415,"10, Avenue des Alpes, Lausanne, District de Lausanne, Vaud, 1006, Schweiz/Suisse/Svizzera/Svizra","(46.514267, 6.6384614)"
confiseur,produits alimentaires,421.8623094662245,"31, Rue de la Borde, Lausanne, District de Lausanne, Vaud, 1018, Schweiz/Suisse/Svizzera/Svizra","(46.5296033, 6.6317587)"
commispostal,"agences,locations,consultations",433.2349963440017,,
emp.,"employés pour tous,célibataires",111.1519208054447,,
pension,assurances privées,404.0522526576301,"10, Avenue d'Ouchy, Lausanne, District de Lausanne, Vaud, 1006, Schweiz/Suisse/Svizzera/Svizra","(46.5143987, 6.6311373)"
ingénieur,industrie chimique,467.3530569773332,"31, Avenue Louis-Ruchonnet, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5189468, 6.6246002)"
instit,administration publique,440.1967408530476,,
institut,administration publique,440.1967408530476,,
facteur,transports,394.39619776140415,"19, Rue de la Pontaise, Lausanne, District de Lausanne, Vaud, 1002, Schweiz/Suisse/Svizzera/Svizra","(46.5296848, 6.6299103)"
employée,employées pour le ménage et la ferme,81.75459812137922,,
instit,administration publique,440.1967408530476,"13, Avenue des Mousquines, Lausanne, District de Lausanne, Vaud, 1005, Schweiz/Suisse/Svizzera/Svizra","(46.5172957, 6.6462655)"
journ,"journaliers,entretien",5.847277687159012,"8, Rue Centrale, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5206893, 6.6331062)"
lingère,"vêtements, lingerie,chaussures,literies",399.9752517014458,"Rue Grand-Saint-Jean 18 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.51780387488994, 6.641702532599951)"
mén,employées pour le ménage et la ferme,81.75459812137922,"38, Avenue d'Ouchy, Lausanne, District de Lausanne, Vaud, 1006, Schweiz/Suisse/Svizzera/Svizra","(46.5118486, 6.6291919)"
gérant,"agences,locations,consultations",433.2349963440017,"Rue Madeleine 4 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.51675187328065, 6.64035766917269)"
brasseur,produits alimentaires,421.8623094662245,"Avenue de France 39 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.51630395517979, 6.609035164856939)"
ménagère,employées pour le ménage et la ferme,81.75459812137922,,
peintre,arts graphiques,414.5666235446316,"Avenue d'Echallens 34 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.52245356911041, 6.608962966108968)"
instit,administration publique,440.1967408530476,"Avenue des Bergières, Lausanne, District de Lausanne, Vaud, 1002, Schweiz/Suisse/Svizzera/Svizra","(46.5280062, 6.6238837)"
man,"employés pour tous,célibataires",111.1519208054447,"Rue du Tunnel, Lausanne, District de Lausanne, Vaud, 1014, Schweiz/Suisse/Svizzera/Svizra","(46.5242954, 6.6327089)"
compt,"banques,établissements financiers",452.9762641318413,"30, Avenue des Bergières, Lausanne, District de Lausanne, Vaud, 1004, Schweiz/Suisse/Svizzera/Svizra","(46.5297854, 6.6203777)"
artiste,arts graphiques,414.5666235446316,"30, Avenue des Bergières, Lausanne, District de Lausanne, Vaud, 1004, Schweiz/Suisse/Svizzera/Svizra","(46.5297854, 6.6203777)"
cafetier,"hôtellerie,restauration",310.9983163179827,"2, Avenue de France, Lausanne, District de Lausanne, Vaud, 1004, Schweiz/Suisse/Svizzera/Svizra","(46.5241446, 6.6244904)"
institut,administration publique,440.1967408530476,"17, Chemin des Clochetons, Lausanne, District de Lausanne, Vaud, 1004, Schweiz/Suisse/Svizzera/Svizra","(46.5254071, 6.619067)"
représentant,commerce de gros,409.4167275999778,"30, Avenue des Bergières, Lausanne, District de Lausanne, Vaud, 1004, Schweiz/Suisse/Svizzera/Svizra","(46.5297854, 6.6203777)"
peintre,arts graphiques,414.5666235446316,"2, Rue Mauborget, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5229925, 6.6292279)"
domestique,employées pour le ménage et la ferme,81.75459812137922,"1, Avenue de Riant-Mont, Lausanne, District de Lausanne, Vaud, 1014, Schweiz/Suisse/Svizzera/Svizra","(46.5255513, 6.6313538)"
agence immob,"affaires immobilières,location",352.70226843879027,,
cout,industrie textile,405.9834636368753,"2, Rue de l'Industrie, Lausanne, District de Lausanne, Vaud, 1005, Schweiz/Suisse/Svizzera/Svizra","(46.52536, 6.6379928)"
journalier,"journaliers,entretien",5.847277687159012,"Rue de Bourg 2 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.520894018650345, 6.609165420860923)"
ménag,employées pour le ménage et la ferme,81.75459812137922,"11, Chemin du Bugnon, Bussigny, District de l'Ouest lausannois, Vaud, 1030, Schweiz/Suisse/Svizzera/Svizra","(46.5551089, 6.5595902)"
journal,arts graphiques,414.5666235446316,,
avocat,bureaux de consultation,414.3151424263152,,
instit,administration publique,440.1967408530476,"55, Avenue du Léman, Lausanne, District de Lausanne, Vaud, 1005, Schweiz/Suisse/Svizzera/Svizra","(46.5153231, 6.6506137)"
ling,"vêtements, lingerie,chaussures,literies",399.9752517014458,,
jardin,"journaliers,entretien",5.847277687159012,,
nettoyeur,réparations,345.78653768508855,"Rue Cheneau-de-Bourg 6 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.52239613273783, 6.632919943531406)"
nettoyeur,réparations,345.78653768508855,"Rue Cheneau-de-Bourg 6 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.52884577294353, 6.633010523260572)"
nettoyeur,réparations,345.78653768508855,"Rue Cheneau-de-Bourg 6 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.53014182954683, 6.657896767649492)"
jardinier,"journaliers,entretien",5.847277687159012,,
Vve,administration publique,440.1967408530476,"Rue du Maupas 27 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.51241484331786, 6.633097468300272)"
man,"employés pour tous,célibataires",111.1519208054447,,
épicer,commerce de détail,384.7401428651783,"11, Chemin du Bugnon, Bussigny, District de l'Ouest lausannois, Vaud, 1030, Schweiz/Suisse/Svizzera/Svizra","(46.5551089, 6.5595902)"
mén,employées pour le ménage et la ferme,81.75459812137922,,
typo,réparations,345.78653768508855,"Unia, 4, Place de la Riponne, Lausanne, District de Lausanne, Vaud, 1001, Schweiz/Suisse/Svizzera/Svizra","(46.5227034, 6.632542)"
pâtissier,produits alimentaires,421.8623094662245,"Avenue de Cour, Lausanne, District de Lausanne, Vaud, 1007, Schweiz/Suisse/Svizzera/Svizra","(46.5140358, 6.6204331)"
ménag,employées pour le ménage et la ferme,81.75459812137922,,
nég,commerce de détail,384.7401428651783,"Place de la Gare 12 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.52899000282093, 6.632937727201349)"
nég,commerce de détail,384.7401428651783,"Place de la Gare 12 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.52400809427891, 6.627248625008059)"
nég,commerce de détail,384.7401428651783,"Place de la Gare 12 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.52468543470934, 6.633374684086735)"
ménagère,employées pour le ménage et la ferme,81.75459812137922,"39, Avenue de France, Lausanne, District de Lausanne, Vaud, 1004, Schweiz/Suisse/Svizzera/Svizra","(46.5266404, 6.620014)"
menuisier,"bois,liège,meubles",384.5255638674845,,
primeurs,produits alimentaires,421.8623094662245,"2, Avenue de France, Lausanne, District de Lausanne, Vaud, 1004, Schweiz/Suisse/Svizzera/Svizra","(46.5241446, 6.6244904)"
ménagère,employées pour le ménage et la ferme,81.75459812137922,"2, Rue de l'Ancienne-Douane, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5212145, 6.6389267)"
ménag,employées pour le ménage et la ferme,81.75459812137922,"Rue Marterey 28 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.52058967228009, 6.6093378043735065)"
ménag,employées pour le ménage et la ferme,81.75459812137922,"Rue Marterey 28 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.524163712193705, 6.63785415308971)"
archit,"construction,charpenterie",394.1816187637103,"Rue Neuve 6 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.52626065785344, 6.610530655019926)"
manœuvre,"journaliers,entretien",5.847277687159012,"Avenue de Morges 145 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.51746462452879, 6.61070376079753)"
Vve,administration publique,440.1967408530476,,
charretier,transports,394.39619776140415,"Avenue de la Gare 25 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.51575135949556, 6.61078975995365)"
modiste,"vêtements, lingerie,chaussures,literies",399.9752517014458,"8, Rue Louis-Auguste-Curtat, Lausanne, District de Lausanne, Vaud, 1005, Schweiz/Suisse/Svizzera/Svizra","(46.5220922, 6.636185)"
méc.-dent.,industrie des métaux,404.9105686484057,"20, Chemin de Renens, Lausanne, District de Lausanne, Vaud, 1004, Schweiz/Suisse/Svizzera/Svizra","(46.5276882, 6.6088174)"
"fact, postal",transports,394.39619776140415,,
man,"employés pour tous,célibataires",111.1519208054447,"Rue de Bourg 3 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.53159155412565, 6.610574630700621)"
"employé decommerce,",commerce de détail,384.7401428651783,"Chemin de Martheray, Cheseaux-sur-Lausanne, District de Lausanne, Vaud, 1033, Schweiz/Suisse/Svizzera/Svizra","(46.582302, 6.5960197)"
nég,commerce de détail,384.7401428651783,,
employépostal,transports,394.39619776140415,"32C, Avenue d'Echallens, Lausanne, District de Lausanne, Vaud, 1004, Schweiz/Suisse/Svizzera/Svizra","(46.5261905, 6.6203391)"
boulang,produits alimentaires,421.8623094662245,,
ménag,employées pour le ménage et la ferme,81.75459812137922,"28, Avenue de Béthusy, Chailly, Lausanne, District de Lausanne, Vaud, 1005, Schweiz/Suisse/Svizzera/Svizra","(46.5209565, 6.644682)"
tanneur,industrie chimique,467.3530569773332,"Rue du Vallon 10 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.51971553428497, 6.612055138073124)"
employé,"employés pour tous,célibataires",111.1519208054447,"20, Chemin de Renens, Lausanne, District de Lausanne, Vaud, 1004, Schweiz/Suisse/Svizzera/Svizra","(46.5276882, 6.6088174)"
man,"employés pour tous,célibataires",111.1519208054447,"Chemin de Martheray, Cheseaux-sur-Lausanne, District de Lausanne, Vaud, 1033, Schweiz/Suisse/Svizzera/Svizra","(46.582302, 6.5960197)"
dessinateur,arts graphiques,414.5666235446316,"4, Avenue Floréal, Lausanne, District de Lausanne, Vaud, 1001, Schweiz/Suisse/Svizzera/Svizra","(46.5141393, 6.6270465)"
repasseuse,industrie textile,405.9834636368753,"2, Rue Cité-Derrière, Lausanne, District de Lausanne, Vaud, 1005, Schweiz/Suisse/Svizzera/Svizra","(46.5229971, 6.6361385)"
électr..,"gaz,eau,éléctricité",446.1097362056362,"5, Rue Saint-Etienne, Lausanne, District de Lausanne, Vaud, 1005, Schweiz/Suisse/Svizzera/Svizra","(46.521907, 6.6350559)"
emp. postal,administration publique,440.1967408530476,"24, Avenue de Béthusy, Chailly, Lausanne, District de Lausanne, Vaud, 1005, Schweiz/Suisse/Svizzera/Svizra","(46.520868, 6.6441968)"
professeur,"agences,locations,consultations",433.2349963440017,"70, Avenue Gabriel-de-Rumine, Lausanne, District de Lausanne, Vaud, 1005, Schweiz/Suisse/Svizzera/Svizra","(46.5154907, 6.6453737)"
dessinât,arts graphiques,414.5666235446316,"Rue du Crêt 5 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.534710334147626, 6.611837315470392)"
maraîcher,"journalières,entretien",4.441785252263911,,
marbrier,pierre et terre,417.5707295123464,,
employé,"employés pour tous,célibataires",111.1519208054447,"24, Avenue de Tivoli, Lausanne, District de Lausanne, Vaud, 1007, Schweiz/Suisse/Svizzera/Svizra","(46.5211882, 6.6203216)"
Vve,administration publique,440.1967408530476,,
ingénieur,industrie chimique,467.3530569773332,"Chemin du Point-du-Jour 8 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.526083368776185, 6.612055066690142)"
avocat,bureaux de consultation,414.3151424263152,,
Vve,administration publique,440.1967408530476,"Maison Curtat, 1, Place de la Cathédrale, Lausanne, District de Lausanne, Vaud, 1014, Schweiz/Suisse/Svizzera/Svizra","(46.5228755, 6.6345865)"
banquier,"banques,établissements financiers",452.9762641318413,,
instit,administration publique,440.1967408530476,"Chemin de Martheray, Cheseaux-sur-Lausanne, District de Lausanne, Vaud, 1033, Schweiz/Suisse/Svizzera/Svizra","(46.582302, 6.5960197)"
mén,employées pour le ménage et la ferme,81.75459812137922,"3, Avenue Jean-Daniel-Abram-Davel, Lausanne, District de Lausanne, Vaud, 1004, Schweiz/Suisse/Svizzera/Svizra","(46.5267578, 6.6302353)"
jardin,"journaliers,entretien",5.847277687159012,"Le Pied, 12, Rue de la Louve, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5215664, 6.6320519)"
lait,produits alimentaires,421.8623094662245,"Craivavers, Chemin de Rovéréaz, Chailly, Lausanne, District de Lausanne, Vaud, 1012, Schweiz/Suisse/Svizzera/Svizra","(46.5313628, 6.6591246)"
agric,employées pour le ménage et la ferme,81.75459812137922,"Chemin de Verdonnet, Chailly, Lausanne, District de Lausanne, Vaud, 1011, Schweiz/Suisse/Svizzera/Svizra","(46.5271952, 6.6468378)"
man,"employés pour tous,célibataires",111.1519208054447,,
coût,"agences,locations,consultations",433.2349963440017,"13, Avenue Frédéric-Recordon, Lausanne, District de Lausanne, Vaud, 1004, Schweiz/Suisse/Svizzera/Svizra","(46.5273675, 6.6154661)"
commis,commerce de détail,384.7401428651783,"Chemin de la Vallombreuse 2 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.51982909338984, 6.616420247628264)"
man,"employés pour tous,célibataires",111.1519208054447,"Craivavers, Chemin de Rovéréaz, Chailly, Lausanne, District de Lausanne, Vaud, 1012, Schweiz/Suisse/Svizzera/Svizra","(46.5313628, 6.6591246)"
poêlier,industrie du papier,434.73704932785904,,
typo,réparations,345.78653768508855,"1, Rue de la Louve, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5221851, 6.6320205)"
monteur,"construction,charpenterie",394.1816187637103,,
"empi, postal",transports,394.39619776140415,,
lingère,"vêtements, lingerie,chaussures,literies",399.9752517014458,"Rue de l'Ale, Lausanne, District de Lausanne, Vaud, 1002, Schweiz/Suisse/Svizzera/Svizra","(46.52343, 6.6285223)"
mén,employées pour le ménage et la ferme,81.75459812137922,"1, Rue Adrien-Pichard, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5221799, 6.6311315)"
cuisinier,"hôtellerie,restauration",310.9983163179827,"1, Rue Adrien-Pichard, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5221799, 6.6311315)"
nég,commerce de détail,384.7401428651783,"Rue Grand-Saint-Jean 2 Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra","(46.51305475788765, 6.616610734647863)"
cuisin,produits alimentaires,421.8623094662245,"3, Avenue de Cour, Lausanne, District de Lausanne, Vaud, 1007, Schweiz/Suisse/Svizzera/Svizra","(46.511871, 6.6271822)"
cout,industrie textile,405.9834636368753,,
fonct. post,administration publique,440.1967408530476,"6, Avenue Frédéric-Recordon, Lausanne, District de Lausanne, Vaud, 1004, Schweiz/Suisse/Svizzera/Svizra","(46.5267407, 6.6168725)"
primeurs,produits alimentaires,421.8623094662245,"5, Rue Madeleine, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5224206, 6.6328612)"
caissière,commerce de détail,384.7401428651783,,
institutr,administration publique,440.1967408530476,"25, Avenue de Beaulieu, Lausanne, District de Lausanne, Vaud, 1004, Schweiz/Suisse/Svizzera/Svizra","(46.5260525, 6.6260849)"
appareilleur,"construction,charpenterie",394.1816187637103,"30, Avenue Louis-Vulliemin, Lausanne, District de Lausanne, Vaud, 1005, Schweiz/Suisse/Svizzera/Svizra","(46.527794, 6.6341154)"
emp.,"employés pour tous,célibataires",111.1519208054447,,
cuisinière,"hôtellerie,restauration",310.9983163179827,"Chemin de Martheray, Cheseaux-sur-Lausanne, District de Lausanne, Vaud, 1033, Schweiz/Suisse/Svizzera/Svizra","(46.582302, 6.5960197)"
jardinier,"journaliers,entretien",5.847277687159012,,
technicien,"agences,locations,consultations",433.2349963440017,"3, Avenue Jolimont, Lausanne, District de Lausanne, Vaud, 1005, Schweiz/Suisse/Svizzera/Svizra","(46.5236661, 6.6420791)"
Vve,administration publique,440.1967408530476,"5, Avenue Beauregard, Lausanne, District de Lausanne, Vaud, 1007, Schweiz/Suisse/Svizzera/Svizra","(46.5127791, 6.6246203)"
chauff.d’auto,transports,394.39619776140415,,
ramoneur,réparations,345.78653768508855,,
commis,commerce de détail,384.7401428651783,"2, Avenue Floréal, Lausanne, District de Lausanne, Vaud, 1006, Schweiz/Suisse/Svizzera/Svizra","(46.5143476, 6.6270847)"
Vve,administration publique,440.1967408530476,"Promenade de la Solitude, Lausanne, District de Lausanne, Vaud, 1005, Schweiz/Suisse/Svizzera/Svizra","(46.5218971, 6.6385195)"
nég,commerce de détail,384.7401428651783,"3, Avenue de la Gare, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5164209, 6.6368002)"
négoc,commerce de gros,409.4167275999778,"Passage des Jumelles, Lausanne, District de Lausanne, Vaud, 1001, Schweiz/Suisse/Svizzera/Svizra","(46.5222568, 6.6274612)"
cout,industrie textile,405.9834636368753,"28, Avenue de Béthusy, Chailly, Lausanne, District de Lausanne, Vaud, 1005, Schweiz/Suisse/Svizzera/Svizra","(46.5209565, 6.644682)"
voyag,transports,394.39619776140415,"7, Rue Pré-du-Marché, Lausanne, District de Lausanne, Vaud, 1003, Schweiz/Suisse/Svizzera/Svizra","(46.5235449, 6.6299998)"
menuis,"bois,liège,meubles",384.5255638674845,,
charretier,transports,394.39619776140415,"3, Avenue de Cour, Lausanne, District de Lausanne, Vaud, 1007, Schweiz/Suisse/Svizzera/Svizra","(46.511871, 6.6271822)"
instit,administration publique,440.1967408530476,,
prof,administration publique,440.1967408530476,,
